bvid,has_stat_snapshot,has_comment_snapshot
BV13zXMBVEor,True,True
BV141XbBfEb7,True,True
BV141XbBfEmf,True,True
BV1499NBFEV8,True,True
BV14HX2BuEu8,True,True
BV14HXjBoEoX,True,True
BV14TXKB4E4P,True,True
BV14TXKB4ETL,True,True
BV14UXKBbEn3,True,True
BV14X9jB8EnW,True,True
BV14XQwBjEHM,True,True
BV14cDWBqEKc,True,True
BV14iXaBYEpK,True,True
BV14pXUBjEWW,True,True
BV154XVBoEuz,True,True
BV158DvB7EgY,True,True
BV15BDzBtEMe,True,True
BV15BXyBSEio,True,True
BV15PDeBjEQp,True,True
BV15RXjBKEE8,True,True
BV15SXjBBExa,True,True
BV15YXMB7E2Y,True,True
BV15cX2B9E9y,True,True
BV15mXUBFEsu,True,True
BV15xXPBiEJ7,True,True
BV165XwBKEgL,True,True
